AEROLINEA_COMPLETA,ORIGEN_COMPLETO,DESTINO_COMPLETO
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,DSM - Des Moines International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,EWR - Newark Liberty International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,FAR - Hector International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,FCA - Glacier Park International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,FNT - Bishop International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,FSD - Sioux Falls Regional Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,FWA - Fort Wayne International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,GEG - Spokane International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,GFK - Grand Forks International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,GRB - Green Bay-Austin Straubel International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,GRR - Gerald R. Ford International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,GTF - Great Falls International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,HIB - Range Regional Airport (Chisholm-Hibbing Airport)
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,HLN - Helena Regional Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,IAD - Washington Dulles International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,ICT - Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport)
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,IDA - Idaho Falls Regional Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,IMT - Ford Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,IND - Indianapolis International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,INL - Falls International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,ISN - Sloulin Field International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,LAN - Capital Region International Airport ( Lansing Capital City)
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,LAX - Los Angeles International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,LEX - Blue Grass Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,LNK - Lincoln Airport (Lincoln Municipal)
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,LSE - La Crosse Regional Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,MBS - MBS International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,MCI - Kansas City International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,MDW - Chicago Midway International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,MEM - Memphis International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,MKE - General Mitchell International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,MLI - Quad City International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,MOT - Minot International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,MSN - Dane County Regional Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,MSO - Missoula International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,OKC - Will Rogers World Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,OMA - Eppley Airfield
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,PHL - Philadelphia International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,PIA - General Wayne A. Downing Peoria International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,PIT - Pittsburgh International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,PSC - Tri-Cities Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,RAP - Rapid City Regional Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,RHI - Rhinelander-Oneida County Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,RST - Rochester International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,SAT - San Antonio International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,SBN - South Bend International Airport (South Bend Regional)
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,SDF - Louisville International Airport (Standiford Field)
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,SFO - San Francisco International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,STL - St. Louis International Airport at Lambert Field
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,TUL - Tulsa International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,TVC - Cherry Capital Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,XNA - Northwest Arkansas Regional Airport
OO - Skywest Airlines Inc.,MSY - Louis Armstrong New Orleans International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MSY - Louis Armstrong New Orleans International Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,MSY - Louis Armstrong New Orleans International Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,MSY - Louis Armstrong New Orleans International Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,MSY - Louis Armstrong New Orleans International Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,MTJ - Montrose Regional Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MTJ - Montrose Regional Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,MTJ - Montrose Regional Airport,LAX - Los Angeles International Airport
OO - Skywest Airlines Inc.,MTJ - Montrose Regional Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,MTJ - Montrose Regional Airport,PHX - Phoenix Sky Harbor International Airport
OO - Skywest Airlines Inc.,MTJ - Montrose Regional Airport,SFO - San Francisco International Airport
OO - Skywest Airlines Inc.,OAK - Oakland International Airport,LAX - Los Angeles International Airport
OO - Skywest Airlines Inc.,OAK - Oakland International Airport,PHX - Phoenix Sky Harbor International Airport
OO - Skywest Airlines Inc.,OAK - Oakland International Airport,SEA - Seattle-Tacoma International Airport
OO - Skywest Airlines Inc.,OAK - Oakland International Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,OKC - Will Rogers World Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,OKC - Will Rogers World Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,OKC - Will Rogers World Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,OKC - Will Rogers World Airport,LAX - Los Angeles International Airport
OO - Skywest Airlines Inc.,OKC - Will Rogers World Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,OKC - Will Rogers World Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,OKC - Will Rogers World Airport,SEA - Seattle-Tacoma International Airport
OO - Skywest Airlines Inc.,OKC - Will Rogers World Airport,SFO - San Francisco International Airport
OO - Skywest Airlines Inc.,OKC - Will Rogers World Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,OMA - Eppley Airfield,DEN - Denver International Airport
OO - Skywest Airlines Inc.,OMA - Eppley Airfield,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,OMA - Eppley Airfield,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,OMA - Eppley Airfield,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,OMA - Eppley Airfield,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,OMA - Eppley Airfield,PDX - Portland International Airport
OO - Skywest Airlines Inc.,OMA - Eppley Airfield,PHX - Phoenix Sky Harbor International Airport
OO - Skywest Airlines Inc.,OMA - Eppley Airfield,SEA - Seattle-Tacoma International Airport
OO - Skywest Airlines Inc.,OMA - Eppley Airfield,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,ONT - Ontario International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,ONT - Ontario International Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,ONT - Ontario International Airport,PDX - Portland International Airport
OO - Skywest Airlines Inc.,ONT - Ontario International Airport,PHX - Phoenix Sky Harbor International Airport
OO - Skywest Airlines Inc.,ONT - Ontario International Airport,SEA - Seattle-Tacoma International Airport
OO - Skywest Airlines Inc.,ONT - Ontario International Airport,SFO - San Francisco International Airport
OO - Skywest Airlines Inc.,ONT - Ontario International Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,ABQ - Albuquerque International Sunport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,ALB - Albany International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,ASE - Aspen-Pitkin County Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,ATL - Hartsfield-Jackson Atlanta International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,ATW - Appleton International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,AUS - Austin-Bergstrom International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,AVL - Asheville Regional Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,BDL - Bradley International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,BHM - Birmingham-Shuttlesworth International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,BIL - Billings Logan International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,BNA - Nashville International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,BOI - Boise Airport (Boise Air Terminal)
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,BOS - Gen. Edward Lawrence Logan International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,BUF - Buffalo Niagara International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,BZN - Bozeman Yellowstone International Airport (Gallatin Field Airport)
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,CAE - Columbia Metropolitan Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,CAK - Akron-Canton Regional Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,CHO - Charlottesville-Albemarle Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,CHS - Charleston International Airport/Charleston AFB
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,CID - The Eastern Iowa Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,CLE - Cleveland Hopkins International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,CLT - Charlotte Douglas International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,CMH - Port Columbus International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,CMX - Houghton County Memorial Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,COD - Yellowstone Regional Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,COS - City of Colorado Springs Municipal Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,CRW - Yeager Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,CVG - Cincinnati/Northern Kentucky International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,CWA - Central Wisconsin Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,DAY - James M. Cox Dayton International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,DCA - Ronald Reagan Washington National Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,DFW - Dallas/Fort Worth International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,DLH - Duluth International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,DSM - Des Moines International Airport
OO - Skywest Airlines Inc.,ORD - Chicago O'Hare International Airport,DTW - Detroit Metropolitan Airport
